Claims,Key Points
The mRNA vaccine is “an operating system that takes over the machinery of your cells..by the time you get your fourth shot your body will be making all four proteins that make up the COVID-19 virus.”,"{'main': 'The mRNA vaccine is “an operating system that takes over the machinery of your cells..by the time you get your fourth shot your body will be making all four proteins that make up the COVID-19 virus.”', 'combined': ['mRNA vaccine takes over cell machinery to produce proteins that make up the COVID-19 virus', ""the mRNA vaccine's protein production leads to the creation of all four COVID-19 virus proteins after the fourth shot""], 'single': ['mRNA vaccine is an operating system that takes over cell machinery', 'mRNA vaccine makes cells produce proteins', 'the produced proteins are the same as those that make up the COVID-19 virus', 'the body will produce all four proteins after the fourth shot']}"
Joe Biden has never flown on Air Force One.,"{'main': 'Joe Biden has never flown on Air Force One.', 'combined': ['Since Joe Biden has not held the office of President or Vice President, he has never flown on Air Force One, which is reserved for these high-ranking officials.'], 'single': ['Joe Biden has never flown on Air Force One.', 'Joe Biden has not held the office of President or Vice President.', 'Air Force One is reserved for the President and Vice President.']}"
"Since President Muhammadu Buhari took office in 2015, the number of unemployed Nigerians has fallen.","{'main': 'Since President Muhammadu Buhari took office in 2015, the number of unemployed Nigerians has fallen.', 'combined': [], 'single': ['President Muhammadu Buhari took office in 2015.', 'The number of unemployed Nigerians has fallen.']}"
Lil Nas X and MSCHF  'Satan Shoes' use human blood in their production,"{'main': ""Lil Nas X and MSCHF  'Satan Shoes' use human blood in their production"", 'combined': [], 'single': [""Lil Nas X and MSCHF collaborated on 'Satan Shoes'"", ""The 'Satan Shoes' use human blood in their production""]}"
United Nations chief said they were “deeply shocked” by the conditions at migrant detention facilities under President Joe Biden’s administration.,"{'main': 'United Nations chief said they were “deeply shocked” by the conditions at migrant detention facilities under President Joe Biden’s administration.', 'combined': [""The United Nations chief was deeply shocked by the conditions of migrant detention facilities under President Joe Biden's administration.""], 'single': ['The United Nations chief expressed shock at the conditions of migrant detention facilities.', ""The conditions were under President Joe Biden's administration."", 'The United Nations chief was deeply shocked.']}"
"The chairman of Tirupati Balaji temple samiti Chandrashekhar Reddy is a Christian, and the chairman of Siddhi Vinayak Temple trust Salim is a Muslim","{'main': 'The chairman of Tirupati Balaji temple samiti Chandrashekhar Reddy is a Christian, and the chairman of Siddhi Vinayak Temple trust Salim is a Muslim', 'combined': ['Chandrashekhar Reddy, a Christian, is the chairman of Tirupati Balaji temple samiti.', 'Salim, a Muslim, is the chairman of Siddhi Vinayak Temple trust.'], 'single': ['The chairman of Tirupati Balaji temple samiti is Chandrashekhar Reddy.', 'Chandrashekhar Reddy is a Christian.', 'The chairman of Siddhi Vinayak Temple trust is Salim.', 'Salim is a Muslim.']}"
"Kids and body parts were found in the Ever Given, the cargo shipped that blocked Egypt's Suez Canal for multiple days.","{'main': ""Kids and body parts were found in the Ever Given, the cargo shipped that blocked Egypt's Suez Canal for multiple days."", 'combined': [""Kids and body parts were found in the cargo ship that blocked Egypt's Suez Canal for multiple days.""], 'single': ['Kids were found in the Ever Given.', 'Body parts were found in the Ever Given.', ""The Ever Given is the cargo ship that blocked Egypt's Suez Canal for multiple days.""]}"
1 cup of dandelion greens = 535% of your daily recommended vitamin K and 112% of vitamin A.,"{'main': '1 cup of dandelion greens = 535% of your daily recommended vitamin K and 112% of vitamin A.', 'combined': [], 'single': ['One cup of dandelion greens provides 535% of the daily recommended vitamin K.', 'One cup of dandelion greens provides 112% of the daily recommended vitamin A.']}"
"Voices of Los Angeles Police Department pilots, captured on police scanner, talk about dumping gas over protesters and homeless people before lighting it on fire.","{'main': 'Voices of Los Angeles Police Department pilots, captured on police scanner, talk about dumping gas over protesters and homeless people before lighting it on fire.', 'combined': ['Voices of LAPD pilots, captured on police scanner, discuss dumping gas over protesters and homeless people, which implies a violent and harmful intent.', 'Dumping gas over protesters and homeless people, and then lighting it on fire, as discussed by LAPD pilots, is a dangerous and potentially deadly action.'], 'single': ['Voices of LAPD pilots are captured on police scanner.', 'They discuss dumping gas over protesters and homeless people.', 'They plan to light the gas on fire after dumping it.']}"
A new Georgia law will end voting hours early making it harder for working people to vote.,"{'main': 'A new Georgia law will end voting hours early making it harder for working people to vote.', 'combined': [], 'single': ['A new Georgia law will end voting hours early.', 'This will make it harder for working people to vote.']}"
Kerala has 20 lakh illegal Bangladeshi voters,"{'main': 'Kerala has 20 lakh illegal Bangladeshi voters', 'combined': ['Kerala has around 20 lakh illegal voters who are from Bangladesh.'], 'single': ['Kerala has a significant number of illegal voters.', 'These illegal voters are from Bangladesh.', 'The estimated number of such voters is around 20 lakh.']}"
"During February 2021, the vast majority of families who were attempting to cross the southwest land border into the US were sent back.","{'main': 'During February 2021, the vast majority of families who were attempting to cross the southwest land border into the US were sent back.', 'combined': [], 'single': ['During February 2021, a significant number of families attempted to cross the southwest land border into the US.', 'The vast majority of these families were sent back.']}"
The Vast majority of people coming to the US border are being sent back,"{'main': 'The Vast majority of people coming to the US border are being sent back', 'combined': [], 'single': ['The majority of people coming to the US border are being sent back', 'People coming to the US border are being sent back in large numbers']}"
Amazon delivery drivers are forced to pee in plastic bottles because of intense pressure to work quickly.,"{'main': 'Amazon delivery drivers are forced to pee in plastic bottles because of intense pressure to work quickly.', 'combined': [], 'single': ['Amazon delivery drivers face intense pressure to work quickly.', 'Drivers are forced to pee in plastic bottles as a result of this pressure.']}"
800 Crore Kumbh Scam Under Bhartiya Janta Party (BJP) Govt In Uttar Pradesh.,"{'main': '800 Crore Kumbh Scam Under Bhartiya Janta Party (BJP) Govt In Uttar Pradesh.', 'combined': [""The Kumbh scam, which involved a massive amount of 800 crore, occurred under the Bhartiya Janta Party (BJP) government in Uttar Pradesh, highlighting the party's alleged involvement in the scam during a significant religious event.""], 'single': ['The Kumbh scam occurred under the Bhartiya Janta Party (BJP) government in Uttar Pradesh.', 'The scam involved a massive amount of 800 crore.', 'The scam is related to the Kumbh event, a significant religious gathering in India.']}"
In Washington DC USA The Joe Biden administration spent more money on housing National Guard than shelter for migrants,"{'main': 'In Washington DC USA The Joe Biden administration spent more money on housing National Guard than shelter for migrants', 'combined': ['The Joe Biden administration prioritized housing National Guard over providing shelter for migrants in Washington DC, USA, as evidenced by the disproportionate allocation of funds.'], 'single': ['The Joe Biden administration spent money on housing National Guard in Washington DC, USA.', 'The Joe Biden administration spent money on shelter for migrants in Washington DC, USA.', 'The amount of money spent on housing National Guard was more than the amount spent on shelter for migrants.']}"
The World Health Organisation announced in January 2021 that the Covid-19 PCR test is flawed and all positive tests in the past 14 months are ‘invalid’ if a high cycle threshold of 35 or above has been used.,"{'main': 'The World Health Organisation announced in January 2021 that the Covid-19 PCR test is flawed and all positive tests in the past 14 months are ‘invalid’ if a high cycle threshold of 35 or above has been used.', 'combined': ['The World Health Organisation announced in January 2021 that the Covid-19 PCR test is flawed.', ""A high cycle threshold of 35 or above in PCR tests, as announced by the World Health Organisation, renders all positive tests in the past 14 months 'invalid'.""], 'single': ['The World Health Organisation made an announcement in January 2021.', 'The Covid-19 PCR test is flawed according to the announcement.', ""A high cycle threshold of 35 or above in PCR tests renders all positive tests in the past 14 months 'invalid'.""]}"
